Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Thetad(rad/s)
8916, 35955749, 35956265, -0.27399355, -0.38052177, 5.44444275, 5.62818098
8917, 35956749, 35957265, -0.26680404, -0.37441826, 5.53968048, 5.66440058
8918, 35957749, 35958265, -0.25957522, -0.36831474, 5.63491821, 5.83384180
8919, 35958749, 35959277, -0.25231570, -0.36221123, 5.76190186, 5.93790054
8920, 35959749, 35960278, -0.24503498, -0.35610771, 5.85713959, 6.00180674
8921, 35960749, 35961278, -0.23774065, -0.35000420, 5.92063141, 6.04105282
8922, 35961749, 35962266, -0.23044088, -0.34313679, 5.98412323, 6.06515551
8923, 35962749, 35963266, -0.22314429, -0.33703327, 6.07936859, 6.37472057
8924, 35963749, 35964268, -0.21585928, -0.33054829, 6.14286041, 6.27007103
8925, 35964749, 35965277, -0.20859259, -0.32368183, 6.23809814, 6.35299969
8926, 35965749, 35966267, -0.20134948, -0.31719685, 6.30158997, 6.55112696
8927, 35966749, 35967277, -0.19413316, -0.31071186, 6.36508179, 6.52560520
8928, 35967749, 35968263, -0.18694806, -0.30422688, 6.42857361, 6.50993109
8929, 35968749, 35969275, -0.17979862, -0.29736042, 6.49206543, 6.50030565
8930, 35969749, 35970265, -0.17268729, -0.29087543, 6.55555725, 6.64159155
8931, 35970749, 35971282, -0.16561827, -0.28400898, 6.58730316, 6.58116198
8932, 35971749, 35972262, -0.15859562, -0.27714157, 6.61904907, 6.69124794
8933, 35972749, 35973276, -0.15162213, -0.27065659, 6.65079498, 6.75922298
8934, 35973749, 35974274, -0.14470020, -0.26379013, 6.68254089, 6.65340281
8935, 35974749, 35975280, -0.13783157, -0.25692368, 6.68254089, 6.73561335
8936, 35975749, 35976279, -0.13102001, -0.24967575, 6.71428680, 6.78610134
8937, 35976749, 35977277, -0.12426864, -0.24280930, 6.74603271, 6.96430492
8938, 35977749, 35978267, -0.11758071, -0.23594284, 6.80952454, 6.92654800
8939, 35978749, 35979265, -0.11095816, -0.22945786, 6.80952454, 6.90336037
8940, 35979749, 35980279, -0.10440381, -0.22220993, 6.84127045, 6.74192190
8941, 35980749, 35981273, -0.09791934, -0.21534252, 6.87301636, 6.93717289
8942, 35981749, 35982276, -0.09150735, -0.20809460, 6.90476227, 6.91025305
8943, 35982749, 35983278, -0.08516713, -0.20160961, 6.90476227, 7.04055023
8944, 35983749, 35984282, -0.07889881, -0.19474316, 6.90476227, 6.82617474
8945, 35984749, 35985278, -0.07270340, -0.18787670, 6.90476227, 6.84171820
8946, 35985749, 35986282, -0.06658193, -0.18101025, 6.90476227, 6.85126352
8947, 35986749, 35987275, -0.06053562, -0.17414379, 6.90476227, 6.85712528
8948, 35987749, 35988277, -0.05456469, -0.16727734, 6.90476227, 6.86072540
8949, 35988749, 35989275, -0.04866752, -0.16041088, 6.84127045, 6.86293650
8950, 35989749, 35990277, -0.04284398, -0.15354347, 6.84127045, 6.86429405
8951, 35990749, 35991275, -0.03709366, -0.14705849, 6.84127045, 6.86549616
8952, 35991749, 35992275, -0.03141527, -0.14019203, 6.80952454, 6.71866894
8953, 35992749, 35993274, -0.02580644, -0.13332558, 6.77777863, 6.77569532
8954, 35993749, 35994274, -0.02026607, -0.12684059, 6.74603271, 6.81071663
8955, 35994749, 35995274, -0.01479261, -0.11997414, 6.71428680, 6.68502665
8956, 35995749, 35996280, -0.00938547, -0.11387062, 6.68254089, 6.75503445
8957, 35996749, 35997272, -0.00404224, -0.10738564, 6.68254089, 6.50363350
8958, 35997749, 35998275, 0.00123703, -0.10090065, 6.65079498, 6.49643755
8959, 35998749, 35999279, 0.00645332, -0.09441566, 6.58730316, 6.49201870
8960, 35999749, 36000275, 0.01160709, -0.08792973, 6.55555725, 6.48930454
8961, 36000749, 36001271, 0.01670026, -0.08144474, 6.49206543, 6.48800564
8962, 36001749, 36002275, 0.02173253, -0.07534122, 6.46031952, 6.48684025
8963, 36002749, 36003277, 0.02670307, -0.06923771, 6.42857361, 6.33892727
8964, 36003749, 36004272, 0.03161327, -0.06313419, 6.36508179, 6.24808931
8965, 36004749, 36005276, 0.03646204, -0.05703068, 6.30158997, 6.19230270
8966, 36005749, 36006274, 0.04124964, -0.05092716, 6.23809814, 6.15804243
8967, 36006749, 36007276, 0.04597559, -0.04520512, 6.17460632, 6.13700199
8968, 36007749, 36008272, 0.05063879, -0.03910160, 6.11111450, 5.97688293
8969, 36008749, 36009275, 0.05523722, -0.03337955, 6.07936859, 6.02574682
8970, 36009749, 36010277, 0.05977014, -0.02727509, 6.01587677, 5.90855789
8971, 36010749, 36011275, 0.06423588, -0.02193451, 5.92063141, 5.98415422
8972, 36011749, 36012269, 0.06863356, -0.01659393, 5.82539368, 5.73581696
8973, 36012749, 36013269, 0.07296333, -0.01125336, 5.73015594, 5.58330584
8974, 36013749, 36014271, 0.07722431, -0.00667572, 5.60317230, 5.48964357
8975, 36014749, 36015276, 0.08141488, -0.00171661, 5.50793457, 5.13772821
8976, 36015749, 36016278, 0.08553424, 0.00324249, 5.38095093, 5.06880331
8977, 36016749, 36017284, 0.08958263, 0.00858307, 5.22222137, 5.02647448
8978, 36017749, 36018276, 0.09356096, 0.01277924, 5.12698364, 5.14767647
8979, 36018749, 36019276, 0.09746978, 0.01735687, 5.00000000, 4.78051805
8980, 36019749, 36020274, 0.10130879, 0.02193451, 4.90476227, 4.70223236
8981, 36020749, 36021273, 0.10507812, 0.02651215, 4.77777863, 4.65415478
8982, 36021749, 36022277, 0.10877800, 0.03070831, 4.68254089, 4.62462854
8983, 36022749, 36023279, 0.11240815, 0.03490543, 4.58730316, 4.45929813
8984, 36023749, 36024273, 0.11596771, 0.03910160, 4.49206543, 4.35813189
8985, 36024749, 36025271, 0.11945707, 0.04329777, 4.42857361, 4.29563427
8986, 36025749, 36026276, 0.12287512, 0.04711246, 4.33333588, 4.25725269
8987, 36026749, 36027274, 0.12622258, 0.05130863, 4.26984406, 4.08648396
8988, 36027749, 36028276, 0.12949878, 0.05512333, 4.14286041, 4.12880707
8989, 36028749, 36029282, 0.13270257, 0.05893803, 4.11111450, 4.00760174
8990, 36029749, 36030274, 0.13583346, 0.06275272, 4.04762268, 3.93316555
8991, 36030749, 36031277, 0.13889104, 0.06656742, 3.98412323, 3.88745213
8992, 36031749, 36032273, 0.14187528, 0.07038212, 3.92063141, 3.85937810
8993, 36032749, 36033273, 0.14478475, 0.07419682, 3.88888550, 3.84213710
8994, 36033749, 36034281, 0.14761752, 0.07801151, 3.85713959, 3.83154893
8995, 36034749, 36035277, 0.15037072, 0.08182621, 3.79364777, 3.82504630
8996, 36035749, 36036273, 0.15304312, 0.08525944, 3.76190186, 3.82105303
8997, 36036749, 36037282, 0.15563315, 0.08907413, 3.73015594, 3.67140317
8998, 36037749, 36038270, 0.15813866, 0.09250736, 3.69841003, 3.72669601
8999, 36038749, 36039274, 0.16055903, 0.09594154, 3.66666412, 3.61345553
9000, 36039749, 36040280, 0.16289356, 0.09937477, 3.60317230, 3.54427910
9001, 36040749, 36041280, 0.16514041, 0.10280800, 3.57142639, 3.50142789
9002, 36041749, 36042274, 0.16729879, 0.10624123, 3.53968048, 3.47511148
9003, 36042749, 36043269, 0.16936724, 0.10929298, 3.47618866, 3.45894980
9004, 36043749, 36044275, 0.17134407, 0.11272621, 3.41269684, 3.30182672
9005, 36044749, 36045275, 0.17322923, 0.11577797, 3.38095093, 3.35253024
9006, 36045749, 36046277, 0.17502102, 0.11921120, 3.31745911, 3.23647118
9007, 36046749, 36047279, 0.17671888, 0.12226295, 3.28571320, 3.31239367
9008, 36047749, 36048268, 0.17832281, 0.12531471, 3.28571320, 3.21182227
9009, 36048749, 36049274, 0.17983349, 0.12836647, 3.25396729, 3.15005827
9010, 36049749, 36050282, 0.18124972, 0.13141823, 3.19047546, 3.11212730
9011, 36050749, 36051282, 0.18257293, 0.13446999, 3.15872955, 3.08883262
9012, 36051749, 36052276, 0.18380344, 0.13752174, 3.12698364, 3.07452655
9013, 36052749, 36053279, 0.18494208, 0.14019203, 3.03174591, 3.06574082
9014, 36053749, 36054279, 0.18598974, 0.14286232, 3.03174591, 2.91314745
9015, 36054749, 36055273, 0.18694775, 0.14553261, 2.96825409, 2.81943536
9016, 36055749, 36056279, 0.18781711, 0.14820290, 2.90476227, 2.76188397
9017, 36056749, 36057279, 0.18859841, 0.15087318, 2.84127045, 2.72653985
9018, 36057749, 36058277, 0.18929173, 0.15354347, 2.77777863, 2.70483398
9019, 36058749, 36059276, 0.18989837, 0.15583229, 2.71428680, 2.69150376
9020, 36059749, 36060276, 0.19042017, 0.15812206, 2.65079498, 2.53611994
9021, 36060749, 36061278, 0.19085744, 0.16041088, 2.58730316, 2.44106174
9022, 36061749, 36062274, 0.19121148, 0.16269970, 2.49206543, 2.38231564
9023, 36062749, 36063278, 0.19148424, 0.16460705, 2.42857361, 2.34623790
9024, 36063749, 36064274, 0.19167644, 0.16689587, 2.33333588, 2.17688394
9025, 36064749, 36065275, 0.19178872, 0.16842175, 2.23809814, 2.22007608
9026, 36065749, 36066279, 0.19182260, 0.17032909, 2.14286041, 1.95220661
9027, 36066749, 36067283, 0.19177784, 0.17147350, 2.01587677, 1.93489718
9028, 36067749, 36068275, 0.19165505, 0.17299938, 1.88888550, 1.62987196
9029, 36068749, 36069277, 0.19145460, 0.17414379, 1.79364777, 1.58974421
9030, 36069749, 36070280, 0.19117683, 0.17566967, 1.66666412, 1.41790307
9031, 36070749, 36071282, 0.19082229, 0.17681408, 1.53968048, 1.45956767
9032, 36071749, 36072276, 0.19039162, 0.17757702, 1.41269684, 1.33795762
9033, 36072749, 36073274, 0.18988496, 0.17833996, 1.31745911, 1.11607563
9034, 36073749, 36074276, 0.18930183, 0.17910290, 1.22222137, 0.97981113
9035, 36074749, 36075277, 0.18864207, 0.17986584, 1.09523773, 0.89612693
9036, 36075749, 36076277, 0.18790624, 0.18062878, 1.00000000, 0.84473389
9037, 36076749, 36077279, 0.18709362, 0.18101025, 0.90476227, 0.81317192
9038, 36077749, 36078275, 0.18620461, 0.18139172, 0.77777863, 0.64659119
9039, 36078749, 36079277, 0.18523875, 0.18139172, 0.68254089, 0.54428887
9040, 36079749, 36080275, 0.18419641, 0.18177319, 0.58730316, 0.33426437
9041, 36080749, 36081276, 0.18307699, 0.18215466, 0.49206543, 0.35247946
9042, 36081749, 36082276, 0.18188101, 0.18215466, 0.42857361, 0.36366594
9043, 36082749, 36083272, 0.18060866, 0.18215466, 0.33333588, 0.22333832
9044, 36083749, 36084272, 0.17926119, 0.18215466, 0.23809814, 0.13715886
9045, 36084749, 36085274, 0.17783898, 0.18215466, 0.17460632, 0.08423343
9046, 36085749, 36086272, 0.17634197, 0.18177319, 0.14286041, 0.05173032
9047, 36086749, 36087275, 0.17477070, 0.18177319, 0.04762268, -0.11542839
9048, 36087749, 36088273, 0.17312515, 0.18139172, -0.01587677, -0.07088809
9049, 36088749, 36089271, 0.17140509, 0.18101025, -0.07936859, -0.19073209
9050, 36089749, 36090271, 0.16961206, 0.18101025, -0.14286041, -0.26433194
9051, 36090749, 36091271, 0.16774702, 0.18024731, -0.20635223, -0.16233429
9052, 36091749, 36092276, 0.16581205, 0.17986584, -0.26984406, -0.39408955
9053, 36092749, 36093272, 0.16380741, 0.17910290, -0.36508179, -0.38921994
9054, 36093749, 36094272, 0.16173434, 0.17833996, -0.42857361, -0.53342688
9055, 36094749, 36095272, 0.15959391, 0.17757702, -0.49206543, -0.62198883
9056, 36095749, 36096274, 0.15738785, 0.17681408, -0.58730316, -0.67637736
9057, 36096749, 36097270, 0.15511727, 0.17566967, -0.65079498, -0.70977902
9058, 36097749, 36098269, 0.15278456, 0.17452526, -0.71428680, -0.87748957
9059, 36098749, 36099271, 0.15039170, 0.17376232, -0.80952454, -0.98048574
9060, 36099749, 36100271, 0.14794046, 0.17261791, -0.87301636, -0.89654124
9061, 36100749, 36101273, 0.14543295, 0.17109203, -0.93650818, -0.99218595
9062, 36101749, 36102273, 0.14287105, 0.17032909, -1.00000000, -1.19812179
9063, 36102749, 36103268, 0.14025632, 0.16880322, -1.09523773, -1.03019822
9064, 36103749, 36104268, 0.13758957, 0.16727734, -1.15872955, -1.22146630
9065, 36104749, 36105280, 0.13487326, 0.16575146, -1.22222137, -1.33892989
9066, 36105749, 36106270, 0.13211049, 0.16460705, -1.28571320, -1.41106784
9067, 36106749, 36107282, 0.12930322, 0.16269970, -1.34920502, -1.30817246
9068, 36107749, 36108268, 0.12645394, 0.16079235, -1.41269684, -1.53937626
9069, 36108749, 36109273, 0.12356535, 0.15888500, -1.47618866, -1.68136549
9070, 36109749, 36110267, 0.12063967, 0.15697765, -1.57143021, -1.76856542
9071, 36110749, 36111267, 0.11767870, 0.15506935, -1.79365158, -1.82211757
9072, 36111749, 36112267, 0.11468350, 0.15354347, -1.73015976, -1.85537374
9073, 36112749, 36113265, 0.11165654, 0.15125465, -1.79365158, -1.72823167
9074, 36113749, 36114282, 0.10859974, 0.14896584, -1.85714340, -1.94454503
9075, 36114749, 36115272, 0.10551407, 0.14705849, -1.95238113, -2.07738972
9076, 36115749, 36116268, 0.10240034, 0.14438820, -1.98412704, -2.01177597
9077, 36116749, 36117284, 0.09925993, 0.14248085, -2.04761887, -2.26587582
9078, 36117749, 36118280, 0.09609322, 0.14019203, -2.11111069, -2.12753105
9079, 36118749, 36119276, 0.09290131, 0.13790321, -2.07936478, -2.18976688
9080, 36119749, 36120264, 0.08968440, 0.13523293, -2.20634842, -2.22798777
9081, 36120749, 36121263, 0.08644260, 0.13256264, -2.26984024, -2.39865804
9082, 36121749, 36122277, 0.08317618, 0.13027382, -2.36507797, -2.50347161
9083, 36122749, 36123275, 0.07988547, 0.12760353, -2.39682388, -2.42064357
9084, 36123749, 36124261, 0.07656962, 0.12493324, -2.42856979, -2.51697373
9085, 36124749, 36125279, 0.07322817, 0.12226295, -2.49206161, -2.57613301
9086, 36125749, 36126273, 0.06986015, 0.11921120, -2.55555725, -2.61246443
9087, 36126749, 36127283, 0.06646387, 0.11654091, -2.52381134, -2.78197455
9088, 36127749, 36128280, 0.06303826, 0.11387062, -2.61904907, -2.73887801
9089, 36128749, 36129272, 0.05958258, 0.11120033, -2.68254089, -2.71241117
9090, 36129749, 36130272, 0.05609506, 0.10814857, -2.71428680, -2.69615698
9091, 36130749, 36131278, 0.05257330, 0.10547829, -2.77777863, -2.83337259
9092, 36131749, 36132280, 0.04901552, 0.10242653, -2.80952454, -2.77044320
9093, 36132749, 36133275, 0.04542000, 0.09937477, -2.87301636, -2.87899399
9094, 36133749, 36134281, 0.04178460, 0.09632301, -2.96825409, -2.94565845
9095, 36134749, 36135275, 0.03810799, 0.09327030, -2.93650818, -2.98659897
9096, 36135749, 36136277, 0.03438818, 0.09021854, -2.96825409, -3.01210976
9097, 36136749, 36137281, 0.03062343, 0.08678532, -3.00000000, -3.02740884
9098, 36137749, 36138283, 0.02681133, 0.08373356, -3.03174591, -3.18400192
9099, 36138749, 36139278, 0.02295017, 0.08068180, -3.06349182, -3.13297296
9100, 36139749, 36140274, 0.01903818, 0.07763004, -3.09523773, -3.10163450
9101, 36140749, 36141274, 0.01507294, 0.07419682, -3.12698364, -3.08238864
9102, 36141749, 36142278, 0.01105319, 0.07114506, -3.06349182, -3.21776676
9103, 36142749, 36143276, 0.00697879, 0.06771183, -3.15872955, -3.15370893
9104, 36143749, 36144276, 0.00284995, 0.06427860, -3.22222137, -3.26156688
9105, 36144749, 36145279, -0.00133408, 0.06122684, -3.25396729, -3.32780552
9106, 36145749, 36146273, -0.00557373, 0.05779362, -3.28571320, -3.22128725
9107, 36146749, 36147273, -0.00986923, 0.05436039, -3.31745911, -3.30306864
9108, 36147749, 36148273, -0.01421993, 0.05092716, -3.34920502, -3.35329318
9109, 36148749, 36149271, -0.01862399, 0.04711246, -3.38095093, -3.38413739
9110, 36149749, 36150278, -0.02307920, 0.04367924, -3.38095093, -3.55027747
9111, 36150749, 36151272, -0.02758218, 0.03986454, -3.44444275, -3.50511146
9112, 36151749, 36152276, -0.03212941, 0.03681278, -3.44444275, -3.62457132
9113, 36152749, 36153272, -0.03671449, 0.03299809, -3.50793839, -3.40354013
9114, 36153749, 36154278, -0.04133161, 0.02918243, -3.50793839, -3.56219316
9115, 36154749, 36155272, -0.04597403, 0.02536774, -3.53968430, -3.65999460
9116, 36155749, 36156273, -0.05063494, 0.02155304, -3.60317612, -3.71968961
9117, 36156749, 36157273, -0.05530701, 0.01811981, -3.63492203, -3.75635028
9118, 36157749, 36158271, -0.05998125, 0.01430511, -3.69841385, -3.63166714
9119, 36158749, 36159273, -0.06464741, 0.01010895, -3.73015976, -3.70229268
9120, 36159749, 36160275, -0.06929361, 0.00629425, -3.79365158, -3.89286375
9121, 36160749, 36161274, -0.07390532, 0.00209808, -3.82539749, -3.86270165
9122, 36161749, 36162272, -0.07846731, -0.00171661, -3.88888931, -3.99137592
9123, 36162749, 36163282, -0.08296162, -0.00591278, -3.92063522, -3.92320085
9124, 36163749, 36164272, -0.08736777, -0.01010895, -3.98412704, -4.02853012
9125, 36164749, 36165272, -0.09166138, -0.01430511, -4.01587296, -4.09321594
9126, 36165749, 36166276, -0.09581891, -0.01850128, -4.07936478, -4.13294172
9127, 36166749, 36167276, -0.09981719, -0.02269745, -4.11111069, -4.15733814
9128, 36167749, 36168275, -0.10363051, -0.02727509, -4.17460251, -4.17232084
9129, 36168749, 36169275, -0.10723535, -0.03147221, -4.20634842, -4.32872009
9130, 36169749, 36170281, -0.11060697, -0.03604984, -4.20634842, -4.27793980
9131, 36170749, 36171277, -0.11372440, -0.03986454, -4.26984024, -4.39358377
9132, 36171749, 36172273, -0.11656673, -0.04444218, -4.30158615, -4.17020893
9133, 36172749, 36173278, -0.11911320, -0.04863834, -4.33333206, -4.32742310
9134, 36173749, 36174280, -0.12134152, -0.05321598, -4.30158615, -4.27677536
9135, 36174749, 36175276, -0.12323315, -0.05741215, -4.33333206, -4.39286852
9136, 36175749, 36176272, -0.12476788, -0.06160831, -4.30158615, -4.31696749
9137, 36176749, 36177276, -0.12593165, -0.06580448, -4.30158615, -4.27035427
9138, 36177749, 36178274, -0.12671708, -0.07000065, -4.30158615, -4.24172783
9139, 36178749, 36179273, -0.12712350, -0.07419682, -4.30158615, -4.22414732
9140, 36179749, 36180275, -0.12716298, -0.07839298, -4.26984024, -4.21335030
9141, 36180749, 36181273, -0.12686008, -0.08258915, -4.23809433, -4.20671988
9142, 36181749, 36182275, -0.12625036, -0.08640385, -4.20634842, -4.20264769
9143, 36182749, 36183271, -0.12538081, -0.09021854, -4.17460251, -4.05294943
9144, 36183749, 36184282, -0.12430112, -0.09441566, -4.11111069, -3.96101499
9145, 36184749, 36185286, -0.12306073, -0.09823036, -4.04761887, -4.05212069
9146, 36185749, 36186282, -0.12170167, -0.10128212, -4.01587296, -3.96050620
9147, 36186749, 36187278, -0.12026276, -0.10471535, -3.92063522, -3.60984778
9148, 36187749, 36188278, -0.11877410, -0.10814857, -3.79365158, -3.54169536
9149, 36188749, 36189274, -0.11726278, -0.11081886, -3.66666794, -3.49984097
9150, 36189749, 36190275, -0.11574840, -0.11348915, -3.50793839, -3.17974162
9151, 36190749, 36191269, -0.11424460, -0.11539650, -3.31745911, -2.98315883
9152, 36191749, 36192275, -0.11276332, -0.11730385, -3.09523773, -2.56803656
9153, 36192749, 36193277, -0.11131246, -0.11882973, -2.80952454, -2.31309724
9154, 36193749, 36194283, -0.10989771, -0.11997414, -2.52381134, -2.00933361
9155, 36194749, 36195278, -0.10851936, -0.12073708, -2.20634842, -1.67558563
9156, 36195749, 36196280, -0.10717471, -0.12111855, -1.88888931, -1.32342327
9157, 36196749, 36197282, -0.10585820, -0.12150002, -1.53968430, -0.95995206
9158, 36197749, 36198280, -0.10456210, -0.12150002, -1.22222137, -0.73673338
9159, 36198749, 36199276, -0.10327747, -0.12111855, -0.93650818, -0.45245039
9160, 36199749, 36200278, -0.10199511, -0.12073708, -0.61904907, -0.13066600
9161, 36200749, 36201271, -0.10070615, -0.11997414, -0.36508179, 0.06695158
9162, 36201749, 36202279, -0.09940249, -0.11921120, -0.11111450, 0.33551210
9163, 36202749, 36203273, -0.09807513, -0.11844826, 0.14286041, 0.50044328
9164, 36203749, 36204277, -0.09671656, -0.11730385, 0.33333588, 0.60173255
9165, 36204749, 36205277, -0.09532216, -0.11615944, 0.52381134, 0.81113499
9166, 36205749, 36206278, -0.09388770, -0.11463356, 0.68254089, 0.93973541
9167, 36206749, 36207278, -0.09240949, -0.11387062, 0.84127045, 1.16591036
9168, 36207749, 36208280, -0.09088533, -0.11234474, 0.96825409, 1.01041615
9169, 36208749, 36209276, -0.08931205, -0.11081886, 1.09523773, 1.20931745
9170, 36209749, 36210278, -0.08768684, -0.10929298, 1.15872955, 1.33146894
9171, 36210749, 36211280, -0.08600640, -0.10738564, 1.28571320, 1.40648580
9172, 36211749, 36212281, -0.08426839, -0.10624123, 1.31745911, 1.59975350
9173, 36212749, 36213279, -0.08247194, -0.10433388, 1.41269684, 1.42405009
9174, 36213749, 36214277, -0.08061662, -0.10318947, 1.44444275, 1.61054027
9175, 36214749, 36215279, -0.07870164, -0.10128212, 1.47618866, 1.43067455
9176, 36215749, 36216283, -0.07672539, -0.09975624, 1.50793457, 1.61460853
9177, 36216749, 36217284, -0.07468674, -0.09861183, 1.50793457, 1.58037055
9178, 36217749, 36218280, -0.07258533, -0.09670448, 1.53968048, 1.41214645
9179, 36218749, 36219282, -0.07042097, -0.09517860, 1.53968048, 1.60322988
9180, 36219749, 36220282, -0.06819212, -0.09365177, 1.57142639, 1.57338250
9181, 36220749, 36221282, -0.06589727, -0.09174442, 1.57142639, 1.55542028
9182, 36221749, 36222278, -0.06353606, -0.09021854, 1.57142639, 1.69121873
9183, 36222749, 36223275, -0.06110886, -0.08869267, 1.57142639, 1.62741911
9184, 36223749, 36224275, -0.05861501, -0.08678532, 1.57142639, 1.58823776
9185, 36224749, 36225281, -0.05605399, -0.08525944, 1.60317230, 1.71137285
9186, 36225749, 36226277, -0.05342576, -0.08373356, 1.60317230, 1.63979638
9187, 36226749, 36227273, -0.05073124, -0.08220768, 1.60317230, 1.59583902
9188, 36227749, 36228278, -0.04797168, -0.08030033, 1.60317230, 1.56884360
9189, 36228749, 36229274, -0.04514865, -0.07877445, 1.60317230, 1.69946229
9190, 36229749, 36230276, -0.04226355, -0.07686710, 1.63491821, 1.63248169
9191, 36230749, 36231272, -0.03931783, -0.07534122, 1.63491821, 1.73854446
9192, 36231749, 36232276, -0.03631215, -0.07343388, 1.63491821, 1.65648329
9193, 36232749, 36233272, -0.03324831, -0.07152653, 1.69841003, 1.75328457
9194, 36233749, 36234273, -0.03012871, -0.07000065, 1.69841003, 1.81273317
9195, 36234749, 36235275, -0.02695656, -0.06771183, 1.73015594, 1.70204484
9196, 36235749, 36236273, -0.02373405, -0.06580448, 1.76190186, 1.92846298
9197, 36236749, 36237271, -0.02046432, -0.06351566, 1.79364777, 1.92031550
9198, 36237749, 36238271, -0.01715023, -0.06160831, 1.85713959, 2.06250954
9199, 36238749, 36239274, -0.01379488, -0.05970097, 1.92063141, 2.00263762
9200, 36239749, 36240274, -0.01040260, -0.05741215, 1.98412323, 1.96586847
9201, 36240749, 36241280, -0.00697675, -0.05474186, 2.01587677, 2.09048510
9202, 36241749, 36242270, -0.00351975, -0.05245304, 2.07936859, 2.31421351
9203, 36242749, 36243270, -0.00003520, -0.05016422, 2.11111450, 2.30441427
9204, 36243749, 36244274, 0.00347348, -0.04787540, 2.20635223, 2.29839635
9205, 36244749, 36245268, 0.00700293, -0.04520512, 2.30158997, 2.29470038
9206, 36245749, 36246271, 0.01054998, -0.04253483, 2.33333588, 2.43962836
9207, 36246749, 36247267, 0.01411129, -0.03948307, 2.39682770, 2.52863288
9208, 36247749, 36248269, 0.01768356, -0.03681278, 2.46031952, 2.73049068
9209, 36248749, 36249281, 0.02126412, -0.03414249, 2.55555725, 2.70726037
9210, 36249749, 36250269, 0.02485024, -0.03108978, 2.61904907, 2.69299388
9211, 36250749, 36251270, 0.02844017, -0.02803802, 2.68254089, 2.83179808
9212, 36251749, 36252282, 0.03203222, -0.02498627, 2.74603271, 2.91667390
9213, 36252749, 36253266, 0.03562421, -0.02193451, 2.80952454, 2.96879864
9214, 36253749, 36254280, 0.03921455, -0.01888275, 2.87301636, 3.00081015
9215, 36254749, 36255266, 0.04280199, -0.01583099, 2.93650818, 3.02046943
9216, 36255749, 36256270, 0.04638636, -0.01239777, 3.00000000, 3.03254271
9217, 36256749, 36257267, 0.04996718, -0.00934601, 3.03174591, 3.18715501
9218, 36257749, 36258269, 0.05354351, -0.00591278, 3.09523773, 3.13490939
9219, 36258749, 36259267, 0.05711373, -0.00247955, 3.15872955, 3.25002122
9220, 36259749, 36260267, 0.06067768, 0.00057220, 3.19047546, 3.32071495
9221, 36260749, 36261281, 0.06423543, 0.00400543, 3.22222137, 3.21693277
9222, 36261749, 36262266, 0.06778795, 0.00743866, 3.25396729, 3.30039454
9223, 36262749, 36263266, 0.07133559, 0.01087189, 3.28571320, 3.35165095
9224, 36263749, 36264264, 0.07487769, 0.01430511, 3.31745911, 3.38312888
9225, 36264749, 36265264, 0.07841508, 0.01773834, 3.34920502, 3.40246034
9226, 36265749, 36266276, 0.08194761, 0.02117157, 3.34920502, 3.41433239
9227, 36266749, 36267280, 0.08547462, 0.02460480, 3.34920502, 3.42162347
9228, 36267749, 36268281, 0.08899552, 0.02803802, 3.38095093, 3.42610121
9229, 36268749, 36269265, 0.09251054, 0.03108978, 3.38095093, 3.42885113
9230, 36269749, 36270275, 0.09602043, 0.03490543, 3.41269684, 3.28334236
9231, 36270749, 36271279, 0.09952538, 0.03833866, 3.41269684, 3.48874402
9232, 36271749, 36272279, 0.10302653, 0.04177189, 3.41269684, 3.46732187
9233, 36272749, 36273277, 0.10652401, 0.04520512, 3.41269684, 3.45416594
9234, 36273749, 36274280, 0.11001837, 0.04901981, 3.44444275, 3.44608665
9235, 36274749, 36275278, 0.11350942, 0.05245304, 3.47618866, 3.58832240
9236, 36275749, 36276278, 0.11699617, 0.05588627, 3.47618866, 3.52847600
9237, 36276749, 36277280, 0.12047841, 0.05931950, 3.50793457, 3.49172258
9238, 36277749, 36278262, 0.12395651, 0.06275272, 3.47618866, 3.46915126
9239, 36278749, 36279279, 0.12742992, 0.06618595, 3.47618866, 3.45528936
9240, 36279749, 36280277, 0.13089909, 0.07000065, 3.47618866, 3.44677663
9241, 36280749, 36281279, 0.13436364, 0.07343388, 3.50793457, 3.58874607
9242, 36281749, 36282277, 0.13782303, 0.07686710, 3.47618866, 3.52873635
9243, 36282749, 36283275, 0.14127614, 0.08030033, 3.47618866, 3.49188232
9244, 36283749, 36284278, 0.14472105, 0.08373356, 3.47618866, 3.46924925
9245, 36284749, 36285280, 0.14815612, 0.08716679, 3.47618866, 3.45534968
9246, 36285749, 36286278, 0.15158069, 0.09060001, 3.47618866, 3.44681334
9247, 36286749, 36287278, 0.15499404, 0.09403419, 3.47618866, 3.44157100
9248, 36287749, 36288278, 0.15839411, 0.09746742, 3.47618866, 3.43871951
9249, 36288749, 36289278, 0.16177945, 0.10090065, 3.41269684, 3.43660021
9250, 36289749, 36290277, 0.16514795, 0.10395241, 3.41269684, 3.43529892
9251, 36290749, 36291275, 0.16849683, 0.10738564, 3.38095093, 3.28730226
9252, 36291749, 36292277, 0.17182322, 0.11081886, 3.38095093, 3.34361029
9253, 36292749, 36293275, 0.17512433, 0.11425209, 3.38095093, 3.37819099
9254, 36293749, 36294273, 0.17839810, 0.11768532, 3.34920502, 3.39942813
9255, 36294749, 36295277, 0.18164203, 0.12111855, 3.34920502, 3.41247034
